SUBSTÂNCIA	PRODUTO	CLASSE TERAPÊUTICA	TIPO DE PRODUTO (STATUS DO PRODUTO)	TARJA	DESTINAÇÃO COMERCIAL 
ACETATO DE REZAFUNGINA	REZZAYO	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Novo	Tarja Vermelha	
ACETATO DE SÓDIO TRIHIDRATADO	ACETATO DE SÓDIO	K1A4 - SOLUÇÕES ELETROLÍTICAS 1/3	Específico	Tarja Vermelha sob restrição	
ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR	S1S9 - OUTROS ADJUVANTES CIRÚRGICOS OFTALMOLÓGICOS	Específico	- (*) 	
ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;HIDROXIETILAMIDO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	ISTARHES	K2B - GOMAS	Específico	- (*) 	
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	PLASMAFUNDIN	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha	
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	SOLLUID	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha	
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	PLASMAISTAR	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha	
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO	PLASMA LYTE	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha	
ACETATO DE TERLIPRESSINA	GLYPRESSIN	B2G - HEMOSTÁTICOS SISTÊMICOS	Novo	Tarja Vermelha	
ACETATO DE TERLIPRESSINA	TERGLY	B2G - HEMOSTÁTICOS SISTÊMICOS	Similar	Tarja Vermelha	
ACETATO DE TOCOFEROL;ÁCIDO FÓLICO	DTN-FOL	B3X - OUTROS PRODUTOS ANTIANÊMICOS, INCLUINDO ÁCIDO FÓLICO, ÁCIDO FOLÍNICO	Específico	- (*) 	
ACETATO DE TRIPTORRELINA	GONAPEPTYL DAILY	H1C1 - HORMÔNIOS LIBERADORES DE GONADOTROFINA	Novo	- (*) 	
ACETATO DE ZINCO	ACETATO DE ZINCO 0,5 MEQ/ML	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha sob restrição	
ACETAZOLAMIDA	DIAMOX	S1E1 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS SISTÊMICAS	Novo	- (*) 	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	ACETILCISTEINA	R5C - EXPECTORANTES	Genérico	- (*) 	
ACETILCISTEÍNA	AIRES	R5C - EXPECTORANTES	Similar	Tarja Sem Tarja	
ACETILCISTEÍNA	FLUIMUCIL	R5C - EXPECTORANTES	Novo	Tarja Vermelha	
ACETILCISTEÍNA	FLUITEÍNA	R5C - EXPECTORANTES	Similar	Tarja Sem Tarja	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	FLUCISTEIN	R5C - EXPECTORANTES	Similar	Tarja Vermelha	
ACETILCISTEÍNA	ACETILCISTEINA	R5C - EXPECTORANTES	Genérico	Tarja Vermelha	
ACETILCISTEÍNA	ACETILCISTEINA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	ACETILCISTEINA	R5C - EXPECTORANTES	Genérico	- (*) 	
ACETILCISTEÍNA	BROMUC	R5C - EXPECTORANTES	Similar	- (*) 	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	- (*) 	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	- (*) 	
ACETILCISTEÍNA	CISTEIL	R5C - EXPECTORANTES	Similar	- (*) 	
ACETILCISTEÍNA	ACETILCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
ACETILCISTEÍNA	MUCOS EXPEC	R5C - EXPECTORANTES	Similar	Tarja Sem Tarja	
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA	XANTINON COMPLEX	A5B - HEPATOPROTETORES E LIPOTRÓPICOS	Específico	Tarja Sem Tarja	
ACETONIDA DE TRIANCINOLONA	NASACORT	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Novo	Tarja Vermelha	
ACETONIDA DE TRIANCINOLONA	ALLENASAL	R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	HERPESIL	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	- (*) 	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	- (*) 	
ACICLOVIR	ZOVIRAX	J5B3 - ANTIVIRAIS PARA HERPES	Novo	Tarja Vermelha	
ACICLOVIR	ANTIVIRAX	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	EZOPEN	J5B3 - ANTIVIRAIS PARA HERPES	Similar	- (*) 	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	- (*) 	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	UNI-VIR	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	HPMIX	J5B3 - ANTIVIRAIS PARA HERPES	Novo	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOR	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACICLOVIR	ACIVIRAX	D6D1 - ANTIVIRAIS TÓPICOS	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	ZORVY CREME	D6D1 - ANTIVIRAIS TÓPICOS	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	- (*) 	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	HERVIRAX	D6D1 - ANTIVIRAIS TÓPICOS	Similar	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR	ACICLOVIR	D6D1 - ANTIVIRAIS TÓPICOS	Genérico	- (*) 	
ACICLOVIR SÓDICO	ZYNVIR	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACICLOVIR SÓDICO	ACICLOVIR SÓDICO	J5B3 - ANTIVIRAIS PARA HERPES	Genérico	Tarja Vermelha	
ACICLOVIR SÓDICO	ZORVY	J5B3 - ANTIVIRAIS PARA HERPES	Similar	Tarja Vermelha	
ACIDO ACETILSALICILICO	DORMEC	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	- (*) 	
ACIDO ACETILSALICILICO	AAS	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
ACIDO ACETILSALICILICO	AAS	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
ACIDO ACETILSALICILICO;ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO	SONRISAL	N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO	Similar	Tarja Sem Tarja	
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO	SAL DE FRUTA ENO	A2A1 - ANTIÁCIDOS PUROS	Específico	Tarja Sem Tarja	
ACITRETINA	ACITRETINA	D5B - ANTIPSORÍASE SISTÊMICOS	Genérico	Tarja Vermelha sob restrição	
ACITRETINA	NEOTIGASON	D5B - ANTIPSORÍASE SISTÊMICOS	Novo	- (*) 	
ACTAEA RACEMOSA L.	APLAUSE	V3X - TODOS OS OUTROS PRODUTOS TERAPÊUTICOS	Fitoterápico	Tarja Vermelha	
ACTAEA RACEMOSA L.	CLIFEMIN	G3J - MODULADORES SELETIVOS DO RECEPTOR DE ESTROGÊNIO	Fitoterápico	Tarja Vermelha sob restrição	
ACTAEA RACEMOSA L.	TEPEMEN	G2X9 - OUTROS GINECOLÓGICOS	Fitoterápico	- (*) 	
ADALIMUMABE	IDACIO	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	- (*) 	
ADALIMUMABE	HYRIMOZ	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	ATENFE	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	AMGEVITA	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	BIO-MANGUINHOS ADALIMUMABE	L4X - OUTROS IMUNOSSUPRESSORES	Biológico	Tarja Vermelha	
ADALIMUMABE	HULIO	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	XILBRILADA	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	- (*) 	
ADALIMUMABE	INSTITUTO BUTANTAN - ADALIMUMABE	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	HADLIMA	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	YUFLYMA	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADALIMUMABE	HUMIRA	L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL)	Biológico	Tarja Vermelha	
ADAPALENO	BELPELE	D10A - ANTIACNEICOS TÓPICOS	Similar	Tarja Vermelha	
ADAPALENO	ADAPALENO	D10A - ANTIACNEICOS TÓPICOS	Genérico	Tarja Vermelha	
ADAPALENO	DERIVA MICRO	D10B - ANTIACNEICOS SISTÊMICOS	Novo	Tarja Vermelha	
ADAPALENO	DIFFERIN	D10A - ANTIACNEICOS TÓPICOS	Novo	Tarja Vermelha	
ADAPALENO	ADACNE	D10A - ANTIACNEICOS TÓPICOS	Similar	Tarja Vermelha	
ADAPALENO	ADAPALENO	D10A - ANTIACNEICOS TÓPICOS	Genérico	Tarja Vermelha	
ADAPALENO;FOSFATO DE CLINDAMICINA	ADACNE CLIN	D10A - ANTIACNEICOS TÓPICOS	Novo	- (*) 	
ADAPALENO;FOSFATO DE CLINDAMICINA	DERIVA C MICRO	D10A - ANTIACNEICOS TÓPICOS	Novo	- (*) 	
ADAPALENO;PERÓXIDO DE BENZOÍLA	EPIDUO	D10A - ANTIACNEICOS TÓPICOS	Novo	- (*) 	
ADENOSINA	ADENOSINA	C1B - ANTIARRÍTMICOS CARDÍACOS	Genérico	Tarja Vermelha	
ADENOSINA	ADENOSINA	C1B - ANTIARRÍTMICOS CARDÍACOS	Genérico	Tarja Vermelha	
ADENOSINA	LOWE	C1B - ANTIARRÍTMICOS CARDÍACOS	Similar	Tarja Vermelha	
ADENOSINA	ADENOSINA	C1B - ANTIARRÍTMICOS CARDÍACOS	Genérico	- (*) 	
AESCULUS HIPPOCASTANUM L.	FITOVEIN	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	Tarja Sem Tarja	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA ÍNDIA ATALAIA	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	Tarja Sem Tarja	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA ÍNDIA LABORATÓRIOS OSÓRIO DE MORAES	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA INDIA GLOBO	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	VENOCUR FIT	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA ÍNDIA	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	Tarja Sem Tarja	
AESCULUS HIPPOCASTANUM L.	PROCTOCAPS	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	Tarja Sem Tarja	
AESCULUS HIPPOCASTANUM L.	VARICAPS AH	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA ÍNDIA EC	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	CASTANHA DA ÍNDIA HERBARIUM	V07A2 - OUTROS PRODUTOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	VARILESS BIONATUS	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	PLASMOVE	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	VARIVAX	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	Tarja Sem Tarja	
AESCULUS HIPPOCASTANUM L.	FLUXOLIV	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	PLASMOVE	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AESCULUS HIPPOCASTANUM L.	VARICELL PHYTO	C5C - VASOPROTETORES SISTÊMICOS	Fitoterápico	- (*) 	
AFLIBERCEPTE	PAVBLU	S1P - PRODUTOS ANTINEOVASCULARIZAÇÃO OCULAR	Biológico	Tarja Vermelha	
AFLIBERCEPTE	EYLIA	S1P - PRODUTOS ANTINEOVASCULARIZAÇÃO OCULAR	Biológico	Tarja Vermelha	
AFLIBERCEPTE	ZALTRAP	L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS	Biológico	Tarja Vermelha	
AGOMELATINA	AGOMELATINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
AGOMELATINA	VALDOXAN	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Novo	Tarja Vermelha	
AGOMELATINA	AGOXOM	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha	
AGOMELATINA	ELENCOS	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Similar	Tarja Vermelha sob restrição	
AGOMELATINA	AGOMELATINA	N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS	Genérico	Tarja Vermelha sob restrição	
ALANILGLUTAMINA	DIPEPTIVEN	K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS	Específico	- (*) 	
ALANILGLUTAMINA	XAGLUSEF	K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS	Específico	Tarja Vermelha	
ALANTOÍNA;ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL	VITADERME	D2A - EMOLIENTES PROTETORES DERMATOLÓGICOS	Similar	- (*) 	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	- (*) 	
ALBENDAZOL	ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	- (*) 	
ALBENDAZOL	ALBENTEL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	- (*) 	
ALBENDAZOL	PARASIN	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	- (*) 	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	- (*) 	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBENDAZOL	BENZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	- (*) 	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	- (*) 	
ALBENDAZOL	ELFI	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	Tarja Vermelha	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBENDAZOL	MEBENIX	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	Tarja Vermelha	
ALBENDAZOL	ALBEL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	- (*) 	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBENDAZOL	MONOZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Similar	Tarja Vermelha	
ALBENDAZOL	ALBENDAZOL	P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C)	Genérico	Tarja Vermelha	
ALBUMINA HUMANA	BERIBUMIN	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	Tarja Vermelha	
ALBUMINA HUMANA	ALBUREX 20	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	- (*) 	
ALBUMINA HUMANA	ALBUMINA SÉRICA HUMANA NORMAL	K3A - SANGUE E FRAÇÕES DO PLASMA	Biológico	- (*) 	
ALBUMINA HUMANA	BLAUBIMAX	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	- (*) 	
ALBUMINA HUMANA	ALBUMAX	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Similar	- (*) 	
ALBUMINA HUMANA	ALBUMINA HUMANA GRIFOLS	K3A - SANGUE E FRAÇÕES DO PLASMA	Novo	- (*) 	
ALBUMINA HUMANA	ALBIOMIN	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	Tarja Vermelha	
ALBUMINA HUMANA	OCTALBIN	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Novo	- (*) 	
ALBUMINA HUMANA	UMAN ALBUMIN	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	Tarja Vermelha	
ALBUMINA HUMANA	ALBIOPLAS	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Biológico	Tarja Vermelha	
ALBUMINA HUMANA	ALBUMINA HUMANA HEMOBRÁS	K3B3 - SOLUÇÕES DE PROTEINAS >5%	Novo	- (*) 	
ALCAFTADINA	LASTACAFT	S1G1 - ANTIALÉRGICOS OFTAMOLÓGICOS, ANTI-HISTAMÍNICOS	Novo	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ENDROSTAN	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO	ALENDRONATO DE SODIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	- (*) 	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	OSTRAZIL	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SODIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	OSTEOFAR	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	LEDAR	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	- (*) 	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SODIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	OSTEOFORM	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	- (*) 	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	ALENDRONATO DE SÓDIO	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Genérico	Tarja Vermelha	
ALENDRONATO DE SÓDIO TRI-HIDRATADO	BONAGRAN	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENDRONATO DE SÓDIO;COLECALCIFEROL	FOSAMAX D	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Novo	- (*) 	
ALENDRONATO SÓDICO TRIHIDRATADO	ALENDIL	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Similar	Tarja Vermelha	
ALENTUZUMABE	LEMTRADA	N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA	Biológico	Tarja Vermelha	
ALFA-ALBUTREPENONACOGUE	IDELVION	B2D2 - FATORES II VII IX X	Biológico	Tarja Vermelha	
ALFA-ALGLICOSIDASE	MYOZYME	A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO	Biológico	Tarja Vermelha	
ALFA-ASFOTASE	STRENSIQ	A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO	Biológico	Tarja Vermelha	
